images,labels
./Identify/images/train\China_MotorBike_001770.jpg,"['0 0.55859375 0.78125 0.1328125 0.4375\n', '0 0.734375 0.619140625 0.12890625 0.33984375\n', '0 0.8798828125 0.412109375 0.240234375 0.375\n']"
./Identify/images/train\China_MotorBike_001773.jpg,"['2 0.365234375 0.6357421875 0.7265625 0.091796875\n', '1 0.8642578125 0.6279296875 0.271484375 0.056640625\n', '1 0.49609375 0.1494140625 0.98828125 0.080078125\n']"
./Identify/images/train\China_MotorBike_001774.jpg,"['1 0.806640625 0.6103515625 0.3203125 0.060546875\n', '1 0.39453125 0.7998046875 0.78515625 0.126953125\n']"
./Identify/images/train\China_MotorBike_001776.jpg,"['2 0.697265625 0.7119140625 0.25390625 0.525390625\n', '2 0.2099609375 0.716796875 0.416015625 0.5625\n']"
./Identify/images/train\China_MotorBike_001779.jpg,['0 0.5458984375 0.265625 0.083984375 0.51953125\n']
./Identify/images/train\China_MotorBike_001784.jpg,"['0 0.6474609375 0.552734375 0.169921875 0.89453125\n', '0 0.4912109375 0.5009765625 0.138671875 0.998046875\n']"
./Identify/images/train\China_MotorBike_001785.jpg,"['1 0.30078125 0.6318359375 0.59765625 0.134765625\n', '2 0.7998046875 0.6826171875 0.396484375 0.146484375\n', '1 0.671875 0.154296875 0.41015625 0.046875\n']"
./Identify/images/train\China_MotorBike_001786.jpg,"['0 0.392578125 0.2158203125 0.078125 0.212890625\n', '0 0.3876953125 0.658203125 0.123046875 0.6796875\n', '1 0.1875 0.1943359375 0.37109375 0.037109375\n']"
./Identify/images/train\China_MotorBike_001787.jpg,"['0 0.544921875 0.17578125 0.375 0.34375\n', '0 0.4677734375 0.5595703125 0.103515625 0.869140625\n', '0 0.5341796875 0.0322265625 0.091796875 0.048828125\n']"
./Identify/images/train\China_MotorBike_001788.jpg,"['0 0.1240234375 0.748046875 0.103515625 0.47265625\n', '0 0.6767578125 0.505859375 0.396484375 0.9765625\n']"
./Identify/images/train\China_MotorBike_001790.jpg,"['2 0.39453125 0.57421875 0.21484375 0.8515625\n', '0 0.8515625 0.41796875 0.11328125 0.234375\n', '0 0.4453125 0.0986328125 0.05078125 0.091796875\n']"
./Identify/images/train\China_MotorBike_001795.jpg,"['0 0.7587890625 0.4091796875 0.041015625 0.283203125\n', '0 0.8837890625 0.771484375 0.228515625 0.4453125\n', '1 0.693359375 0.576171875 0.140625 0.0625\n', '1 0.3359375 0.7021484375 0.65234375 0.087890625\n']"
./Identify/images/train\China_MotorBike_001800.jpg,"['0 0.76953125 0.5478515625 0.40234375 0.412109375\n', '0 0.5244140625 0.236328125 0.080078125 0.2109375\n', '0 0.55859375 0.09375 0.08203125 0.0546875\n', '3 0.69921875 0.22265625 0.15625 0.08984375\n', '0 0.306640625 0.59765625 0.10546875 0.77734375\n', '2 0.55859375 0.0302734375 0.03515625 0.041015625\n']"
./Identify/images/train\China_MotorBike_001801.jpg,"['1 0.484375 0.1953125 0.32421875 0.0625\n', '0 0.27734375 0.1103515625 0.078125 0.216796875\n', '2 0.5009765625 0.8818359375 0.998046875 0.232421875\n']"
./Identify/images/train\China_MotorBike_001803.jpg,['0 0.2578125 0.5 0.23046875 0.99609375\n']
./Identify/images/train\China_MotorBike_001804.jpg,"['0 0.421875 0.220703125 0.11328125 0.21875\n', '0 0.5732421875 0.6640625 0.185546875 0.671875\n', '0 0.34765625 0.0556640625 0.02734375 0.107421875\n']"
./Identify/images/train\China_MotorBike_001806.jpg,['0 0.4501953125 0.5009765625 0.091796875 0.998046875\n']
./Identify/images/train\China_MotorBike_001807.jpg,['0 0.4482421875 0.517578125 0.064453125 0.96484375\n']
./Identify/images/train\China_MotorBike_001810.jpg,['0 0.4912109375 0.4443359375 0.966796875 0.373046875\n']
./Identify/images/train\China_MotorBike_001814.jpg,"['2 0.1572265625 0.6611328125 0.310546875 0.677734375\n', '0 0.59375 0.1572265625 0.5546875 0.310546875\n']"
./Identify/images/train\China_MotorBike_001816.jpg,"['3 0.4345703125 0.25390625 0.056640625 0.046875\n', '3 0.3935546875 0.251953125 0.013671875 0.015625\n']"
./Identify/images/train\China_MotorBike_001818.jpg,"['0 0.6630859375 0.5263671875 0.244140625 0.869140625\n', '0 0.1865234375 0.650390625 0.279296875 0.64453125\n']"
./Identify/images/train\China_MotorBike_001820.jpg,"['0 0.7138671875 0.638671875 0.416015625 0.70703125\n', '0 0.1728515625 0.8515625 0.115234375 0.26953125\n', '0 0.1962890625 0.544921875 0.365234375 0.60546875\n', '0 0.8271484375 0.2802734375 0.337890625 0.126953125\n']"
./Identify/images/train\China_MotorBike_001821.jpg,['0 0.458984375 0.53515625 0.0703125 0.9296875\n']
./Identify/images/train\China_MotorBike_001822.jpg,"['0 0.443359375 0.4189453125 0.0625 0.267578125\n', '0 0.193359375 0.6845703125 0.09375 0.166015625\n']"
./Identify/images/train\China_MotorBike_001824.jpg,['0 0.4853515625 0.5 0.130859375 0.99609375\n']
./Identify/images/train\China_MotorBike_001825.jpg,"['0 0.314453125 0.60546875 0.265625 0.16796875\n', '0 0.0908203125 0.625 0.169921875 0.13671875\n', '1 0.7236328125 0.546875 0.548828125 0.16796875\n', '1 0.3623046875 0.8173828125 0.720703125 0.134765625\n', '0 0.9619140625 0.0234375 0.076171875 0.04296875\n']"
./Identify/images/train\China_MotorBike_001828.jpg,"['2 0.5009765625 0.7158203125 0.998046875 0.564453125\n', '2 0.416015625 0.228515625 0.5390625 0.41015625\n']"
./Identify/images/train\China_MotorBike_001829.jpg,['0 0.3388671875 0.5478515625 0.095703125 0.900390625\n']
./Identify/images/train\China_MotorBike_001830.jpg,['0 0.462890625 0.5009765625 0.08984375 0.998046875\n']
./Identify/images/train\China_MotorBike_001834.jpg,"['0 0.625 0.103515625 0.01953125 0.1015625\n', '0 0.123046875 0.369140625 0.109375 0.203125\n']"
./Identify/images/train\China_MotorBike_001836.jpg,['1 0.21484375 0.603515625 0.42578125 0.1328125\n']
./Identify/images/train\China_MotorBike_001840.jpg,['0 0.21484375 0.6982421875 0.27734375 0.583984375\n']
./Identify/images/train\China_MotorBike_001841.jpg,"['3 0.4404296875 0.34375 0.091796875 0.11328125\n', '3 0.369140625 0.3486328125 0.0234375 0.044921875\n']"
./Identify/images/train\China_MotorBike_001844.jpg,['0 0.5966796875 0.3134765625 0.021484375 0.162109375\n']
./Identify/images/train\China_MotorBike_001846.jpg,"['0 0.458984375 0.529296875 0.11328125 0.93359375\n', '1 0.6796875 0.0361328125 0.3203125 0.033203125\n']"
./Identify/images/train\China_MotorBike_001849.jpg,"['0 0.6728515625 0.3818359375 0.056640625 0.267578125\n', '0 0.759765625 0.7587890625 0.19921875 0.482421875\n', '1 0.5703125 0.5390625 0.16015625 0.05078125\n', '1 0.2724609375 0.658203125 0.537109375 0.06640625\n']"
./Identify/images/train\China_MotorBike_001850.jpg,"['0 0.8671875 0.3291015625 0.21484375 0.126953125\n', '0 0.431640625 0.4052734375 0.0625 0.181640625\n', '0 0.046875 0.72265625 0.08984375 0.20703125\n', '0 0.3818359375 0.76171875 0.076171875 0.4609375\n']"
./Identify/images/train\China_MotorBike_001851.jpg,['1 0.5009765625 0.7109375 0.998046875 0.19140625\n']
./Identify/images/train\China_MotorBike_001856.jpg,['2 0.5009765625 0.6435546875 0.998046875 0.708984375\n']
./Identify/images/train\China_MotorBike_001861.jpg,"['0 0.2978515625 0.0859375 0.158203125 0.125\n', '0 0.458984375 0.5791015625 0.16796875 0.837890625\n']"
./Identify/images/train\China_MotorBike_001863.jpg,"['2 0.421875 0.4208984375 0.83984375 0.427734375\n', '2 0.4560546875 0.1201171875 0.333984375 0.173828125\n']"
./Identify/images/train\China_MotorBike_001866.jpg,"['1 0.611328125 0.49609375 0.3515625 0.07421875\n', '1 0.2314453125 0.5341796875 0.400390625 0.087890625\n']"
./Identify/images/train\China_MotorBike_001867.jpg,['2 0.6689453125 0.5 0.662109375 0.99609375\n']
./Identify/images/train\China_MotorBike_001870.jpg,"['0 0.48828125 0.0751953125 0.02734375 0.146484375\n', '0 0.40625 0.5546875 0.12890625 0.83984375\n']"
./Identify/images/train\China_MotorBike_001871.jpg,['0 0.453125 0.5009765625 0.0859375 0.998046875\n']
./Identify/images/train\China_MotorBike_001874.jpg,['2 0.5009765625 0.619140625 0.998046875 0.7578125\n']
./Identify/images/train\China_MotorBike_001875.jpg,['0 0.4375 0.5009765625 0.0625 0.998046875\n']
./Identify/images/train\China_MotorBike_001876.jpg,"['3 0.4404296875 0.21484375 0.052734375 0.04296875\n', '3 0.4013671875 0.2138671875 0.017578125 0.025390625\n']"
./Identify/images/train\China_MotorBike_001878.jpg,"['0 0.7138671875 0.296875 0.021484375 0.09765625\n', '0 0.8984375 0.2119140625 0.19921875 0.240234375\n', '1 0.6240234375 0.6748046875 0.744140625 0.115234375\n', '0 0.4287109375 0.6142578125 0.013671875 0.095703125\n', '1 0.1279296875 0.7802734375 0.251953125 0.048828125\n']"
./Identify/images/train\China_MotorBike_001879.jpg,"['0 0.4365234375 0.7314453125 0.107421875 0.537109375\n', '2 0.46875 0.2392578125 0.296875 0.412109375\n']"
./Identify/images/train\China_MotorBike_001883.jpg,"['2 0.203125 0.6435546875 0.40234375 0.376953125\n', '1 0.515625 0.7431640625 0.22265625 0.064453125\n', '0 0.689453125 0.6591796875 0.1171875 0.103515625\n', '2 0.09375 0.3095703125 0.18359375 0.142578125\n']"
./Identify/images/train\China_MotorBike_001887.jpg,"['2 0.478515625 0.673828125 0.3984375 0.3984375\n', '0 0.3603515625 0.9384765625 0.033203125 0.119140625\n']"
./Identify/images/train\China_MotorBike_001889.jpg,['1 0.5009765625 0.5390625 0.998046875 0.2109375\n']
./Identify/images/train\China_MotorBike_001892.jpg,"['1 0.830078125 0.546875 0.33984375 0.0390625\n', '1 0.443359375 0.646484375 0.4609375 0.078125\n', '1 0.4306640625 0.158203125 0.267578125 0.0703125\n']"
./Identify/images/train\China_MotorBike_001895.jpg,"['1 0.2177734375 0.4345703125 0.431640625 0.029296875\n', '0 0.037109375 0.2509765625 0.0625 0.095703125\n']"
./Identify/images/train\China_MotorBike_001896.jpg,['0 0.5029296875 0.6318359375 0.994140625 0.271484375\n']
./Identify/images/train\China_MotorBike_001903.jpg,"['1 0.603515625 0.7724609375 0.328125 0.037109375\n', '1 0.904296875 0.6806640625 0.1796875 0.076171875\n', '0 0.916015625 0.6123046875 0.04296875 0.076171875\n']"
./Identify/images/train\China_MotorBike_001905.jpg,"['1 0.4814453125 0.375 0.556640625 0.046875\n', '3 0.3193359375 0.1494140625 0.021484375 0.029296875\n', '0 0.3193359375 0.208984375 0.013671875 0.09375\n', '1 0.15625 0.2666015625 0.30859375 0.029296875\n', '3 0.2568359375 0.2783203125 0.025390625 0.037109375\n', '3 0.0830078125 0.33984375 0.029296875 0.046875\n']"
./Identify/images/train\China_MotorBike_001907.jpg,"['0 0.5009765625 0.5302734375 0.998046875 0.271484375\n', '2 0.14453125 0.7177734375 0.28125 0.138671875\n', '0 0.064453125 0.8857421875 0.078125 0.228515625\n']"
./Identify/images/train\China_MotorBike_001908.jpg,"['0 0.408203125 0.6708984375 0.05078125 0.654296875\n', '0 0.498046875 0.283203125 0.12890625 0.1171875\n']"
./Identify/images/train\China_MotorBike_001912.jpg,['0 0.5400390625 0.482421875 0.154296875 0.9609375\n']
./Identify/images/train\China_MotorBike_001914.jpg,['0 0.3994140625 0.5947265625 0.412109375 0.720703125\n']
./Identify/images/train\China_MotorBike_001915.jpg,"['0 0.474609375 0.3525390625 0.0234375 0.095703125\n', '0 0.7958984375 0.498046875 0.158203125 0.05078125\n', '1 0.125 0.5791015625 0.24609375 0.052734375\n', '0 0.5361328125 0.8984375 0.033203125 0.19921875\n', '0 0.4619140625 0.8671875 0.091796875 0.25390625\n']"
./Identify/images/train\China_MotorBike_001917.jpg,"['0 0.5126953125 0.4755859375 0.041015625 0.431640625\n', '0 0.453125 0.2919921875 0.05859375 0.123046875\n', '0 0.455078125 0.3955078125 0.0625 0.087890625\n', '0 0.14453125 0.13671875 0.28515625 0.03515625\n', '1 0.7099609375 0.080078125 0.130859375 0.0390625\n']"
./Identify/images/train\China_MotorBike_001918.jpg,['2 0.494140625 0.794921875 0.53515625 0.40625\n']
./Identify/images/train\China_MotorBike_001919.jpg,"['1 0.5009765625 0.640625 0.998046875 0.203125\n', '1 0.1474609375 0.0927734375 0.291015625 0.060546875\n', '0 0.060546875 0.291015625 0.1171875 0.3671875\n']"
./Identify/images/train\China_MotorBike_001920.jpg,"['0 0.8623046875 0.5068359375 0.275390625 0.224609375\n', '0 0.5595703125 0.560546875 0.322265625 0.1171875\n', '1 0.5009765625 0.689453125 0.998046875 0.12890625\n']"
./Identify/images/train\China_MotorBike_001921.jpg,"['1 0.5 0.6669921875 0.99609375 0.115234375\n', '0 0.8583984375 0.3203125 0.283203125 0.4375\n', '0 0.5908203125 0.298828125 0.017578125 0.09375\n']"
./Identify/images/train\China_MotorBike_001930.jpg,"['0 0.48046875 0.3447265625 0.0703125 0.685546875\n', '0 0.42578125 0.826171875 0.03515625 0.34765625\n']"
./Identify/images/train\China_MotorBike_001931.jpg,"['0 0.5234375 0.3671875 0.13671875 0.7265625\n', '0 0.91796875 0.83203125 0.13671875 0.26171875\n', '0 0.216796875 0.5546875 0.1328125 0.48046875\n']"
./Identify/images/train\China_MotorBike_001933.jpg,['0 0.447265625 0.5859375 0.890625 0.33984375\n']
./Identify/images/train\China_MotorBike_001941.jpg,['0 0.578125 0.3388671875 0.4140625 0.498046875\n']
./Identify/images/train\China_MotorBike_001944.jpg,"['1 0.458984375 0.298828125 0.37109375 0.05859375\n', '0 0.236328125 0.11328125 0.046875 0.22265625\n', '0 0.19921875 0.416015625 0.0625 0.29296875\n', '0 0.1640625 0.78125 0.0625 0.3515625\n', '0 0.2705078125 0.7763671875 0.111328125 0.447265625\n', '0 0.939453125 0.86328125 0.12109375 0.13671875\n', '0 0.779296875 0.3720703125 0.24609375 0.201171875\n']"
./Identify/images/train\China_MotorBike_001947.jpg,"['0 0.3095703125 0.3837890625 0.228515625 0.412109375\n', '1 0.716796875 0.5322265625 0.56640625 0.119140625\n', '0 0.3837890625 0.7080078125 0.095703125 0.232421875\n', '0 0.2724609375 0.783203125 0.154296875 0.1875\n', '1 0.09765625 0.7255859375 0.19140625 0.068359375\n', '0 0.314453125 0.9326171875 0.05859375 0.134765625\n']"
./Identify/images/train\China_MotorBike_001951.jpg,['1 0.5009765625 0.640625 0.998046875 0.1875\n']
./Identify/images/train\China_MotorBike_001952.jpg,['2 0.494140625 0.5322265625 0.828125 0.935546875\n']
./Identify/images/train\China_MotorBike_001957.jpg,"['0 0.201171875 0.5048828125 0.25 0.822265625\n', '2 0.5419921875 0.2802734375 0.275390625 0.248046875\n', '2 0.6630859375 0.703125 0.673828125 0.59375\n']"
./Identify/images/train\China_MotorBike_001958.jpg,['2 0.4560546875 0.494140625 0.908203125 0.37109375\n']
./Identify/images/train\China_MotorBike_001960.jpg,['2 0.73046875 0.671875 0.5390625 0.65234375\n']
./Identify/images/train\China_MotorBike_001967.jpg,"['0 0.923828125 0.0751953125 0.1484375 0.142578125\n', '0 0.03515625 0.494140625 0.06640625 0.17578125\n']"
./Identify/images/train\China_MotorBike_001970.jpg,"['0 0.7177734375 0.3857421875 0.076171875 0.275390625\n', '1 0.6123046875 0.5556640625 0.166015625 0.060546875\n', '1 0.30078125 0.671875 0.59765625 0.07421875\n', '0 0.8056640625 0.7587890625 0.216796875 0.466796875\n']"
./Identify/images/train\China_MotorBike_001972.jpg,['0 0.150390625 0.69921875 0.296875 0.51953125\n']
./Identify/images/train\Czech_000006.jpg,['0 0.25583333333333336 0.7308333333333333 0.04166666666666667 0.11166666666666668\n']
./Identify/images/train\Czech_000020.jpg,"['1 0.22 0.8133333333333334 0.11666666666666667 0.03666666666666667\n', '1 0.24166666666666667 0.7566666666666667 0.11666666666666667 0.03666666666666667\n']"
./Identify/images/train\Czech_000021.jpg,['1 0.28500000000000003 0.7308333333333333 0.14333333333333334 0.025\n']
./Identify/images/train\Czech_000022.jpg,['0 0.3425 0.8191666666666667 0.07833333333333334 0.06833333333333334\n']
./Identify/images/train\Czech_000047.jpg,['0 0.19416666666666668 0.7708333333333334 0.21500000000000002 0.15833333333333335\n']
./Identify/images/train\Czech_000061.jpg,['0 0.4316666666666667 0.8200000000000001 0.03333333333333333 0.08666666666666667\n']
./Identify/images/train\Czech_000062.jpg,"['0 0.6733333333333333 0.7416666666666667 0.33666666666666667 0.24333333333333335\n', '0 0.17 0.7716666666666667 0.33666666666666667 0.21000000000000002\n']"
./Identify/images/train\Czech_000070.jpg,"['1 0.10166666666666667 0.8316666666666667 0.18000000000000002 0.02666666666666667\n', '0 0.3125 0.7741666666666667 0.115 0.13166666666666668\n', '0 0.5291666666666667 0.7941666666666667 0.115 0.13166666666666668\n']"
./Identify/images/train\Czech_000083.jpg,"['3 0.8533333333333334 0.8058333333333334 0.08 0.03166666666666667\n', '3 0.7933333333333333 0.7725000000000001 0.08 0.03166666666666667\n']"
./Identify/images/train\Czech_000092.jpg,"['1 0.3075 0.8266666666666668 0.18833333333333335 0.043333333333333335\n', '2 0.5933333333333334 0.8091666666666667 0.22666666666666668 0.16833333333333333\n', '2 0.1325 0.7833333333333334 0.26166666666666666 0.15333333333333335\n']"
./Identify/images/train\Czech_000095.jpg,['0 0.5341666666666667 0.7783333333333334 0.10500000000000001 0.19\n']
./Identify/images/train\Czech_000098.jpg,['0 0.21500000000000002 0.77 0.11666666666666667 0.11\n']
./Identify/images/train\Czech_000108.jpg,['3 0.6141666666666667 0.7425 0.085 0.07166666666666667\n']
./Identify/images/train\Czech_000113.jpg,['2 0.3175 0.7816666666666667 0.6316666666666667 0.1\n']
./Identify/images/train\Czech_000115.jpg,['0 0.2966666666666667 0.7433333333333334 0.12666666666666668 0.12000000000000001\n']
./Identify/images/train\Czech_000118.jpg,['0 0.15000000000000002 0.7958333333333334 0.12000000000000001 0.06833333333333334\n']
./Identify/images/train\Czech_000147.jpg,['0 0.6491666666666667 0.8325 0.07833333333333334 0.115\n']
./Identify/images/train\Czech_000148.jpg,['1 0.5325000000000001 0.7825000000000001 0.17833333333333334 0.035\n']
./Identify/images/train\Czech_000159.jpg,"['0 0.8683333333333334 0.8650000000000001 0.07 0.08333333333333334\n', '0 0.4466666666666667 0.7458333333333333 0.07 0.085\n']"
./Identify/images/train\Czech_000167.jpg,['0 0.12916666666666668 0.7558333333333334 0.24500000000000002 0.13833333333333334\n']
./Identify/images/train\Czech_000188.jpg,"['0 0.47750000000000004 0.7191666666666667 0.05166666666666667 0.26833333333333337\n', '0 0.3791666666666667 0.7816666666666667 0.05166666666666667 0.11\n']"
./Identify/images/train\Czech_000196.jpg,"['0 0.38583333333333336 0.8 0.06166666666666667 0.11666666666666667\n', '1 0.37083333333333335 0.6733333333333333 0.275 0.04\n']"
./Identify/images/train\Czech_000204.jpg,"['0 0.5575 0.7816666666666667 0.14833333333333334 0.21333333333333335\n', '0 0.24250000000000002 0.7658333333333334 0.11833333333333335 0.09166666666666667\n']"
./Identify/images/train\Czech_000220.jpg,['0 0.2041666666666667 0.8216666666666668 0.11833333333333335 0.09000000000000001\n']
./Identify/images/train\Czech_000225.jpg,['0 0.3741666666666667 0.7733333333333334 0.06833333333333334 0.18333333333333335\n']
./Identify/images/train\Czech_000240.jpg,"['0 0.44833333333333336 0.8116666666666668 0.06333333333333334 0.12666666666666668\n', '2 0.6425000000000001 0.8508333333333334 0.10500000000000001 0.095\n', '0 0.04583333333333334 0.7875000000000001 0.08833333333333333 0.05166666666666667\n', '3 0.26083333333333336 0.685 0.06833333333333334 0.02666666666666667\n']"
./Identify/images/train\Czech_000244.jpg,['1 0.545 0.8633333333333334 0.8933333333333334 0.05666666666666667\n']
./Identify/images/train\Czech_000250.jpg,['0 0.17500000000000002 0.7591666666666668 0.29333333333333333 0.19166666666666668\n']
./Identify/images/train\Czech_000273.jpg,['0 0.44333333333333336 0.765 0.060000000000000005 0.13\n']
./Identify/images/train\Czech_000279.jpg,['0 0.5391666666666667 0.7683333333333334 0.155 0.2066666666666667\n']
./Identify/images/train\Czech_000289.jpg,['1 0.34500000000000003 0.79 0.15666666666666668 0.03666666666666667\n']
